17910,adoption,a 14 billion dollar industry in which american couples buy a baby from a third world country for 10000 to 50000 usd there is a strong correlation between the price of the baby and the race of the baby during the selection process every attempt is made to purchase a non defective human significant portions of the transaction wind up lining the pockets of corrupt third world government officials and shady the non profit orgagizations involved in connecting the buyers of babies with
17911,adoption,adoption is the practice of one family raising a child born to another family all parties in the adoption triad the three groups consisting of the birth parents adoptive parents and adoptee are grieving in some way the baby or young child who is adopted grieves for the loss of their biologic family and this feeling of isolation and loss can be life lone no matter how loving the adoptive family is the birth parents grieve for the child they gave up willingly or unwillingly
18097,aircraft,any device that flies an airplane is an example of an aircraft as are helicopters dirigibles gliders and balloons every aircraft needs an aviator or pilot to fly it
18110,ancestor,ancestor is defined recursively as your 1 parents and 2 your parents ancestors
18511,ambassador,a person of the highest ranking in the social triangle looks down upon everyone who deserves to be looked down upon because they know that they themselves are the best
18729,army,the largest branch of most modern militaries including the united states army
19520,apologize,to make excuse for or regretful acknowledgment of a fault or offense george bush dumbfuck n00b drugs taco bell day old oatmeal
19521,apologize,when rolling dice if you throw a loser 2 3 12 on the first roll you need to apologize by rolling a 7 11 winner on the next roll usually accompanied by a snapping of the fingers
19600,advantage,1 having the upper hand over the opposition 2 a kickass nintendo cover band from calfiornia
19971,abuse,1 to hit a person or use violence against them 2 to verbally abuse a person 3 to psychologically abuse a person 4 to stalk a person
20784,adult,a person who has stopped growing at both ends and is now growing in the middle
20786,adult,1 the period of your life before death and after the time when you realize that it is in fact not cool to paste cut outs from teen people onto your binder 2 the label you give to movies that have copious amounts of the letter x on them
20787,adult,one old enough to be cruel to rationalizing that such a person is mature enough to handle whatever you dish out
20788,adult,the reason for so much evil and stupidity on this earth everything that is wrong on earth is caused by adults and still children gotta respect them
20920,accuse,1 charge someone with an offense or crime eg he was accused of murdering his wifes lover 2 claim that someone has done something wrong eg he was accused of favoritism
20932,administration,the duty of office workers who work with establish or deal with the logistics of various tasks of the office paper pushers
21094,automobile,any form of transportation that does not requre much human effort
21139,alien,1 a person from a foreign country 2 an extra terrestrial being
21424,authority,a position of power over people most people critize authority until they eventially come into power then they complain when they are critized hypocrites
21440,author,n the writer one who writes the source
21446,author,an author can be a writer or creator of anything in which author is followed by it can be used as a dis or a positive comment
21621,aware,used to ask for more information on something that has happened
21971,attention,the thing that belongs to you which i have right now
22024,arena,what you call a book that is very interesting and you just cant put it down you are trapped inside the book like you are in an arena a cool new way to describe a book nowadays
22677,air,when some one gets blanked or ignored by somebody
22679,air,what you give to someone who has annoyed you giving air is the same as blanking someone
22680,air,if you have to ask what air is youre probably on tumblr
22681,air,noun abreviation of length in the air is used by extreme sports enthusiasts boarders skaters bmxers traceurs to refer to the time spent in the air between a jumps takeoff and landing or the distance or height od such a jump
22966,architect,an overworked and underpaid employee of a pretentious registered practitioner of the arts a prat many years in tertiary education have left the architect bitter and in debt and unable to relate to the remainder of society
22967,architect,a state licensed diverse designer extending themselves beyond art to the realm of building blending scientific knowledge with artistic creativity to fulfill a desire to build
22968,architect,a person who works in the design field whose job is seriously underrated and under appreciated though they go through more schooling then most people they earn a fraction of the pay and usually die in debt however the sheer joy of knowing they made a difference in the world is enough to sustain them and make every ceo lawyer and stockbroker wish they had done something better with their lives
23376,artistic,being artsy or having the ability to create art in the form of paintings songs dance ect
23519,actress,a female priest in the episcopal or lutheran church a heretical violation of apostolic order
23578,asset,1 anything owned or is owed to a person business company or group 2 a cia assassin
24063,appropriate,a certain way people want things to be done without thinking about it or it necessarily making any sense used when there are no firm standards andor valid justification for restrictions but people just making rules because of traditions of themselves or others
24064,appropriate,hawtas in off the hook bodacious utterly bootylicious a frickin walking hardon like oh my god i think i wet myself because that is so frickin hawt
25180,american,legal resident of the united states not really a nationality since everybody came here from somewhere else
25182,american,anyone who lives in the continents of north or south america
25202,airplane,the glitter you get on you in the art room gets all over your hands face and everywhere and when you check your hair five years later its still there
25204,airplane,airplane is a hilarious movie that cannot be taken seriously its a classic movie even though its children offspring airplane 2 and 3 were failures if you havent seen this movie watch it
25559,amazing,something that is so wonderful it is hard to find the words to match something that makes your heart beat faster or your heart melt something that tops everything else and always crosses your mind
25636,affair,someone who is really cute or something that is really cute
25637,affair,something that destroys peoples lives and something you should always refrain from having because you will realize eventually how stupid it was
26498,admire,to regard something or somebody with respectapproval or pleasure
26657,assume,verb to believe something is true based upon general unproven observations and reports
26786,artist,a person or being that identifies themselves as a creator of artof any sort
26787,artist,an incredibly talented person who dedicates the time and hard work to creating a beautiful work of art be it a sculpture music literature or a painting this person has dedicated years of work to mastering his craft and deserve as much credit as any other professional in a field they generally have a higher level of creativity and imagination contrary to stereotypical belief they do not have to forego an education or be on drugs to be an artist
26788,artist,one who has the ability to transfer life onto any surface by the magic of braineye to hand coordination
26912,area,the mons veneris or triangular squishy sometimes hairy space above female genitalia
26913,area,the section of a building or a school that has to be cleaned
27443,amount,the amount of something is how much there is or how much have need or get
27474,auto,automobilecarwhiphooptydrop all types not one class of car any car or machine with a motor that can transport
27476,auto,often used as a simple abbreviation for automatic used as a form of implied agreement certain action or even coming to a group consensus
27821,ask,common term used in place of a sale amount by shady car sales consigners in order to make a larger consignment sum without the owner knowing
27822,ask,what you say after some one makes a pointless or just dumb remark kind of like did i ask you but just shortened
28130,aisle,a passage between rows of seats in a building such as a church or theater an airplane or a train
28488,argument,where 2 or more people verbally fight over something chances of situation ending up in divorce manslaughter and murder are high
28490,argument,a something a man can never win against a woman even if he somehow wins b something women always win against men mainly due to their trump card of resorting to screaming when logic fails
28491,argument,the process by which two people repeat the same two conflicting opinions whilst elevating vocal amplitude to falsely assume either of the opinions is correct
29159,autonomy,the condition or quality of being autonomous independence self government or the right of self government self determination self government with respect to local or internal affairs granted autonomy to a national minority a self governing state community or group
29467,acid,acid n acid is a ridiculously powerful drug its measured in micrograms thats 10 to the negative 6 kids a few hundred micrograms is enough for a fairly decent trip thatll last between 8 12 hours guaranteed to blow your freakin mind i strongly suggest listening to the grateful dead while under the influence it is not advisable to drive or operate heavy machinery while tripping going to work or attending class while zonked out of your gourd is also discouraged the
29468,acid,acid the wonderful gateway in your pocket to a world that is yours for the creating whether it be talking frogs stary faces on apple trees that just wont blink and youre sure that they know your name or maybe just the good old headmash that convinces you that you are in fact a carrot a truly marvellous man made hallucinogen that could one day replace calpol
29469,acid,the gateway to transcendence and temporary enlightenment chemical keys to the gates of heaven
29470,acid,acid is a the really strong drug known as lsd b the stuff that burns your face off if you somehow manage to get it there during chemistry class
29471,acid,a powerful psychoactive drug that breaks down subconcious barriers and will make your mind race through the corridors of human perception while under the influence youll often hear people say dude im trippin so hard many many times as a way to come to terms with the phenomena that is occuring visual filters in the brain are broken down to let raw unfiltered data in it is usually hard to talk and move while your under the influence so a suggestion would be to find a comfy chair put some
29606,ambition,1 an eager or strong desire to achieve something such as fame or power
30094,assignment,a chance to practice the art of plagiarism
30221,application,1 a piece of software in a computing enviroment 2 a legal form which contains data required to obtain or to inform eg to apply for a job
30522,administer,2 dispense or apply a remedy or drug paramedic crews are capable of administering drugs synonyms dispense issue give provide apply allot distribute hand out dole out disburse the lifeboat crew administered first aid
30553,automatic,a transmission commonly known as a slushbox one of the most pointless creations that man has ever conceived automatic transmissions essentially limit the amount of control one has over the engine decrease awareness of driving and shift like concrete in a blender but slower automatic drivers can be spotted either with both hands on the wheel or both hands on the kids at all times or asleep americans have unfortunately become dependent on automatic transmissions this is half the reason
30554,automatic,the automatic transmission is the type of transmission that all dealerships think everyone wants
30555,automatic,a type of automobile transmission used by old granny ladies girlie girls girlie men and sissy boys you can spot cars with automatic transmissions as you drive on any road the drivers step on the brakes for random cosmic events if they see a fuzz they step on the brakes if they see a car pull up to a side street they step on the brakes if they come to an intersection they step on the brakes if they see a crow they step on the brakes the repeated brake lights warn all stic
30556,automatic,a type of car transmission usually found in bumper cars at theme parks and kiddie go karts some people with missing arms or legs drive automatics although people who dont know how to drive also use them it takes the skill level of a 3 year old to operate an automatic
30895,appreciation,ap·pre·ci·a·tion   uh pree shee ey shuhn noun 1 gratitude thankful recognition they showed their appreciation by giving him a gold watch 2 the act of estimating the qualities of things and giving them their proper value 3 clear perception or recognition especially of aesthetic quality a course in art appreciation 4 an increase or rise in the value of property goods etc 5 critical notice evaluation opinion as of a situation person etc
31015,ability,the quality of being able to do something attach it to the end of any verb to make up new words
31034,angle,an act you put on to pick up broads
31271,alcohol,the cause of and solution to all lifes problems
31272,alcohol,any of a class of chemical compounds having the general formula roh where r represents an alkyl group and oh a hydroxyl group most commonly refers to ethanol which you can drink to forget how much your life sucks and methanol which you can drink when you remember
31274,alcohol,alcohol what most of your universitycollege life will revolve around
31275,alcohol,the buffer between reality and a good night has been known to make people seem more attractive and make obviously stupid ideas seem like good sense
31278,alcohol,1 the active ingredient in alcohol is ethyl alcohol which is produced by yeast working much like ether alcohol puts the brain to sleep alcohol functions as a depressant to the central nervous system and slows down body functions in large amounts alcohol causes sedation intoxication unconsciousness and possible death aside from significant negative physical consequences chronic use of alcohol can lead to physical and psychological addiction 2 colorless volatile liquid obtained
31665,ambitious,trying hard to take on a goal of some kind the goal usually is way to hard to accomplish and the ambitious person usually ends up only half way there
31666,ambitious,antonym of versatile meaning adj someone who is only willing to have sexual relations with very attractive people or people with certain very specific characteristics
32076,affect,a verb meaning to influence or cause change on something affect is usually confused with the word effect
33366,athletic,body type characterized by a lean sinewy muscular physique not scrawny but not muscle bound like a bodybuilders or obese despite the name many non athletes have athletically shaped bodies due simply to a healthy lifestyle
33512,administrator,somebody who ensures the day to day running of something be it a system a business etc online they run everything from servers to websites forums chatrooms etc they are charged with the responsibility of keeping everything running and in order as such they have powers well above and beyond those of regular users
33514,administrator,a person of high power in an educator position who finds pleasure in suspending young students for doing absolutely nothing and completing their homework
34584,publish,to make content available to the public by any means either for a cost or for free
35339,prior,prior is usually used in the means of explaining illegal chargesoffenses whether federal or state
35792,pack,noun a term used to describe multiple pounds of any street drug especially marijuana five pounds of marijuana equals a 5 pack
35795,pack,powder heroin wrapped tightly in paper so that if the piggies get you it can easily be swallowed usually 20 worth but can be more or less depending on who youre talking to
35831,privilege,a word used by some people to relay that they are telepathic and know what the other persons circumstances are and what they were thinking when they said or did something
35832,privilege,a special right given to someone or a group of people which is not available to others advantage benefit
35952,pill,1 a single pharmaceutical tablet of any kind 2 birth control 3 ecstacy 4 an annoying or nagging person 5 a slang term for a basketball
35954,pill,an ecstacy tablet more commonly known in clubs across the land as a pill other names for this are
36384,proclaim,to declare formally declare someone to be something of titlesto bring to public notice or make known publicly
36759,pray,va way to feel like your helpingwithout acually doing anything
36760,pray,something people do to pretend that their apathy is really concern also known as i could care less what happens to you unless it affects me directly but i dont want anyone to think im the craven spineless self absorbed weasel i really am mostly promised in lieu of actual help
36761,pray,n 1 to talk to god 2 get down on your knees and ask god for forgiveness
36901,pilot,1 anyone who can fly an aircraft pilots can be military commercial or fly for pleasure 2 in general a fairly skilled and intelligent individual who had the guts to get into an aircraft and learn how to fly it often possessing of a higher mindset most of us are good lookin too joke to prove i have a sense of humor too how do you know if a pilot is at a cocktail party hell tell you
36902,pilot,a highly qualified person no matter what a pilot flys they have to be well trained and ready for anything any person who flys as a pilot at any level for more than a few years will face death in there hands whether it is a engine failure or fire ect being a commercial pilot is one of the most respectible jobs in the world the lives of 50 450 people in the hands of the pilots pilots cant make mistakes also one of the hardest jobs in the world to attain and complete landing a plane in 3
36904,pilot,one of the members of the human race that has high intellengence poor spelling and handwriting pilots have good looks and all the hot girls want them so ha
36969,pleasure,1 to enjoy oneself a by influence of others b by self stimulation 2 word used often in bruce almighty
36970,pleasure,the opposite of the word pain you can feel pleasure when u are masterbating and when u are having a blasted time with the opposite gender
37083,performance,when girls crave something really bad whilst on their periods
37128,professor,a sugar daddy who just gives you pizza
37129,professor,1a person who thinks they are so much smarter than everyone else in the world 2 a nerd with a giant ego
37130,professor,a person who is an expert at his or her field of study professors do not have a degree in education or teaching matter of fact i dont know why the silly bastards are allowed to teach without a degree in education
37171,premise,statement or idea on which reasoning is based
37582,pocket,modern definition the title of a popular tabi bonney song to get put in the pocket is slang for having a good thing happen to you traditional definition a shaped piece of fabric attached inside or outside a garment and forming a pouch used esp for carrying small articles
37583,pocket,a blunt andor blunt wrap a pocket can be a marijuana filled blunt or just the wrap or cigarillo itself the name is referenced to the wraps pocket like holding ability generally a common pocket is filled with a gram of delicious dro and smoked amongst a few friends the origin of the name pocket refers to the first lines of the song the good times are killing me by modest mouse
37585,pocket,a small cut off section in an article of clothing that people keep small objects in what you expected it to be about vaginas or something sickos
37750,plastic,a materialistic fake man or woman in particular someone who is attractive yet lacks any sort of depth whatsoever
37751,plastic,someone who is fake or has a false type of character
37798,pick,an interception mainly in the game of football
37799,pick,a small piece of plastic often triangular or teardrop in shape guitar picks come in varying colors and thicknesses thin medium hard etc and can only be bought in packs also an alternative term for pluck as in to pick a string
37801,pick,to stick one of ten fingers up ones own nose
37802,pick,a piece of metal or plastic to accurately pick strings on a guitar bass or banjo kids you see in high school that play guitars in the hallways abandon guitar picks because they are soo good and dont need picks and is just a way for other people to say wow that kid is sooo good at the guitar he plays doesnt even need a pick
37804,pick,in american football a pick is an interception usually the result of a quarterback hurrying a pass due to effective blitzing
37848,placement,jail for teens pretty confined and miserable place
37942,pit,amazing percussion in the front of a marching band or drum corps plays mallet instruments and any other percussion imaginable absolutely amazing formally known as the front ensemble
37944,pit,1 a group of percussionists who play mallet and other instruments that are not played by the durmline they play in the front of the marching band at football games and in band festivals players do not march except in parades and when approaching instraments from across the feild also known as front ensamble or percussion front 2 the most amazing people youll ever meet
37945,pit,part of the drumline in a marching band not incompetent in comparison to those on the field people with the hardest music people putting in more hours than are in a week for rehersal the only ones with the excuse i havent gotten the music yet when asked if its memorized beacuse the drumline instructor is still writing it part of the band that could march but would rather play insturments that are too large to lift on there own carts are used in getting there equitment on the field ele
37946,pit,pit the main protagonist of the nes game kid icarus born a human he died after ingesting chlorox became an angel and was trapped in the underworld im not making this up peoplelets all give a warm round of applause to the nintento copywriters for their brilliant work queen palutena ruler of angel land contacted pit to find the 3 sacred treasures stolen by medussa eventuallyafter 12 hellishly hard levels he puts an arrow through medusa and saves queen palutena for refe
37947,pit,the area below the stage where the orchestra sits for a musical or just the another name for the orchestra itself
38033,progress,a process that miraculously produces a product that appears well done to a fractional minority of people
38713,profound,something that isnt superficial but very great and intense
38714,profound,commonly used sarcastically in response to blatantly obvious phrases
39534,pitch,to sell drugs or anything without a barcode for that matter
39535,pitch,1 noun the relative highness or lowness of a musical note 2 verb to throw an object in a particular direction 3 verb to get rid of to throw away into the trash 4 noun a statement used for advertisement
39537,pitch,to the highest degree originates from pitch black meaning it couldnt be any blacker
39651,problem,when you blatently did something wrong and got caught you innocently say problem
39652,problem,a predicament one may find ones self in
40450,photograph,a picture painted by the sun without instruction in art
41108,processor,a short way of saying central processing unit cpu it is a computer term to define the hardware that allows you to run applications
41188,piano,the best instrument in the world best played with chopin or grieg most fun to play with candles burning while its storming outside
41189,piano,1 latin for soft 2 a musical instrument
41192,piano,1 a percussion instrument which consists of keys that hammer onto the internatl string to produce a sound the keys are usually balck and white 2 an instument i compose on and make music
41194,piano,wonderful to listen to and play but horrible to practice see pain and horror dont get talked in to this kids its a lifetime commitment
41195,piano,an old but respected and popular musical instrument which originated in medieval europe very pleasant to the ears when handled by a skillful musician see beethoven mozart bach and debussy for excellent examples of piano music
41515,potato,people get confused when sentences dont end the way they potato
41662,pet,a nickname for the person in whom you have a strong affinity for
41663,pet,a living thing which used for recieving commands and fondness of its owner
41938,pitcher,lesbian expression for the woman giving pleasure to her partner versus catching for the pleasure reciever often the dominant partner is the pitcher
41939,pitcher,the hardest position to play on a baseball field but most of the time a player has no other skills they normally cant hit or field that is caused by their high school coaches that never let them do anything but throw the ball it has no drugsexual meaning
42490,pull,word used to describe the successful act of attracting a person to such an extent that you would be able to snog or perhaps bone them if you so desired
42492,pull,taking a swig off of a bottle of liquor
42979,pro,1 a professional 2 professional 3 a prostitute
42981,pro,a professional someone who operates with exceptional style grace and skill and is usually trained to perform under various levels of time or environmental pressures
42987,precious,something that means more to you than anyone could understand its value and worth cant be defined and youd do anything to keep it beautiful and delicate
42989,precious,adj describing something cute andor pathetic not to be taken seriously usually used with undertones of irony to make fun of someone or something but sometimes used in earnest when describing something small and adorable used much in the same way cute is often directed at men by women
43091,peanut,noun a cute person used as a nickname to show affection
43461,project,1 n a work in progress 2 npl government subsidized housing for low income families see projects 3 n someone one card short of a deck or who is socially a little awkward
44265,planet,1 from latin literally meaning wanderer 2 anachronistic usage a star that wanders or moves in the sky 3 a world that orbits a star or other celestial object primary planets our solar system include mercury venus earth mars jupiter saturn uranus and neptune secondary planets orbit primary planets earth and pluto are binary planets secondary planets are some times called minor planets but minor planets also include planets that does not orb
44832,promising,someone or something that has the potential to be awesome awesome potential hopeful valuable
44879,poet,a poet doesn’t fear a poet doesn’t fear blindness since darkness was and is an unwavering companion a poet doesn’t fear abandonment take a slice of me when you go and i will write myself better a poet doesn’t fear deafness since silence has carried him through countless metallic archways of night no it is not these things – a poet fears only that his heart will go out still full of ink robbie woods
44880,poet,a person who writes poetry the archaic term for a female poet is poetess but due to some feminists concidering the term sexist poetess isnt used much now also known as a bard straight from the gaelic bàrd or troubadorfrom latin and french and especially known as these things in the midieval era
44881,poet,a poet used to be someone who wrote a lot of lines that rhymed were otherwise possessed of a musical quality that did not necessarily require strings or drums in the background was altogether too smart for words now a poet is just someone who fucks about with the length of lines so as to make the utterly banal appear to have unplumbed depths of meaning which i suppose is at least moderately more democratic
44884,poet,a dreamer someone who lives life almost like a movie or maybe someone who can rhyme all the time
44918,pie,1 a food item consisting of a fruit buried under a crust and baked in an oven served in slices very popular at parties 2 a word that can be used to answer any question known to man and can be an excuse if you do not know the answer to the question 3 a random word to shout for no particular reason at all great in moments of silence
45079,photographer,person who despite their best efforts cant help but to take 1 an enormous amount of photos 2 a normal amount of photos that always turn out to be amazing aka shutterbug
45263,promise,something that many people make but few people keep
45265,promise,something that you are committed to and you dont break what you say your committed to
45266,promise,something people ask for when they are not confident in the other that they will come through with what they have said though most of the time they do not come through anyways
45268,promise,an empty commitment made by a corporation for marketing purposes unlike a warranty or a guarantee a promise is unenforceable giving customers zero recourse value because a promise takes power away from consumers many corporations are switching from guarantees to promises this allows them to make bolder statements without the risk of being held accountable
45528,please,in cincinnati cincy this is slangshort for could you please repeat that
45567,pass,1 to hit on a woman make a pass at 2 to throw the ball across the line of scrimmage in football 3 the act of throwing kicking etc the ball or puck to a teammate in any sport 4 to be granted a reprieve from being whacked killed by the mafia called given a pass forgiven for your sins or indescretions
45570,pass,the act of impersonating a caucasian is called passing for white or simply passing light skinned blacks or latinos may have engaged in this activity especially in pre 1960s america in order to obtain privileges available only to those of the honkey persuasion see the human stain imitation of life
45705,porch,the porch is the steel grated platform at either end of a 48 a 48 is a kind of freight train car that is known and recognizable by tramps and graf artists
45818,power,a power is actually a clever combination of the words poo and shower someone takes a power when they happen to poo and then shower without having to leave the bathroom
45819,power,the fundamental motivation for humans lucifer fell from heaven in his attempt to become god the ultimate power grab lucifer as satan acting through the serpent suggested to adam and eve the first humans created by god in his image that they could become god luring them into rebellion him following the pattern set by their original parents all humans are driven by a desire to be god humans now in a fallen condition are continually trying to one up each other even members of on
45821,power,it keeps your internet working power goes your internet goes your mind explodes
45858,phenomenon,an observable fact or event that is strange mysterious or amazing generally but not always used to describe something impressive and out of the ordinary
46003,pile,to sit on the couch in semi darkness for hours on end ordering food consuming various and sundry pills avioding all cell phone calls while being in a state of semi dress and watching massive amounts of tv if one can retain consiousness
46068,priest,any mid ranking clergy members of the catholic church has the power to forgive sins and consecrate the eucharist a man who has devoted himself to celibacy obedience and chastisty has a cool collar
46069,priest,1 the main healing players in world of warcraft 2 better then paladins and druids 3 a class that uses mind control to take over another alliance character or one from the horde side and uses it to make them plummit to their doom in blackrock mt
46147,photography,photography is actually the art of capturing the beauty of life the act of appreciating ‘the moment’ and used as a personal database in one quick snapshot
46148,photography,the process of taking photos apparently if you want to get anywhere in the photo industry you must only take vintage pictures of a skinny girl in converse flowers converse two emo boys kissing more converse a self portrait with terrible angles or a decrepit unused building did i forget something ahh yesmore converse add some starshearts and song lyrics by dashboard confessional to really give it some oomph now just put them on your myspace or deviantart and watch the complime
46150,photography,photography is an art very much like impressionism youre capturing life as its happening a great medium for creation of a journal or story if youre new to photography especially dslrs its a good idea to take a look at some books from amazoncom or other large book venders httpwwwphoto scenixcom has a few good books on photography
46803,poke,a gesture on the online community of facebook that is sure to leave the recipient utterly baffled
46804,poke,in northern ireland poke is another word for ice cream on a cone so if offered a poke u are not being offered sex if you hear the term pokie this refers to the seller of the ice cream usually in a van or other mobile stall
46855,predator,scwarzenegger action movie in which a group of commandoes must take on a seemingly invincible alien drawn to violence
46857,predator,a woman who uses charm and or physical means to get her man no matter what the cost sexually insatiable and very experienced those in her sights will most likely never escape or be seen again once shes had her way with them especially true if she has been without for long periods of time
47301,pink,name of the psudo pink floyd rocker character in the film the wall written by none other than pink floyd he never speaks in the movie as the whole thing is a string of trippy cartoons and pink in various scenes from his childhood and scenes from the tv hes watching
47428,post,to stay where you are put to hang out somewhere
47528,prefer,to choose or be in the habit of choosing as more desirable or as having more value
48142,producer,a ticker given by british police to drivers of vehicles who are unable to provide relavent documents at the road side you have to provide your docuements such as driving license to a nominated police station within seven days
48158,phrase,slightly more important than word used as an exclamation
48407,passing,to fart in ones mouth and swollow it and fart it back if someones elses mouth real nasty
48472,programming,the most fun you can have with your clothes on although clothes are not mandatory
48666,poverty,1 conditon in which you fall below the needed amount of resources needed to live 2 financial guidelines used by some countries to establish a line in which you fall below it you are considered poor
48667,poverty,offical poverty line for a family of 4 in the us is 18000 this of course is based on governments idea of what ppl use money for where at least 28000 is needed to support a family of 4 according to the government standards about 36 million americans are in poverty but the number is actually around 50 million based on real standards
48669,poverty,1 a condition that an individual exists in if he or she lacks the proper resources to sustain the minimum standard of what is considered a healthy existence income is often used as an indicator for poverty though poverty can also refer to a lack of fundamental services such as sanitation or healthcare in the location that the individual resides 2 any kind of lacking of the necessary components or qualities
50096,piece,1 a gun knife or other weapon 2 anything used for the smoking of various drugs most commonly marijuana most commonly a pipe 3 a graffiti mural 4 a place 5 short piece of shit 6 generic anything
50097,piece,a device for smoking marijuana usually a glass piece
50099,piece,1 a formidable work of graffiti short for masterpiece 2 a gun 3 a bowl used for smoking cannabis
